,loan_identifier,borrower_identifier,term,purpose,borrower_rating,employment,region,facebook,twitter,paypal,ebay,linkedin,currency,base_currency,location,funded,time_between_published_funded,ratio_requested_funded,amount_funded,address_lat,address_lng,net_income_cents,rates_paid,rates_count,prices,portion_average_salary,nominal_interest_rate,status
1326,1227,128,3,4,1,1,14,0,1,0,0,0,14,1,21,0,90269,0.0,0,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1029,canceled
1327,1228,128,4,5,1,1,14,0,1,0,0,0,14,1,21,0,90269,0.0,0,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1115,canceled
1328,1229,128,3,5,1,1,14,0,1,0,0,0,14,1,21,1,4,1.0,100000000,53.069756,8.823655,164200,6.0,6.0,2145.16430526,76.5442533224,1029,fully_paid
1329,1230,128,3,5,1,1,14,0,1,0,0,0,14,1,21,0,90269,0.0,0,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1029,canceled
1330,1231,128,3,5,1,1,14,0,1,0,0,0,14,1,21,0,90269,0.0,0,53.069756,8.823655,164200,0.0,0.0,2145.16430526,76.5442533224,1029,canceled
1331,1232,219,4,3,3,1,33,0,0,0,0,0,22,0,27,0,90269,0.1,2000000,28.349705,77.328463,27628000,0.0,0.0,31927.7568013,865.328565735,1994,canceled
1332,1233,232,0,6,3,1,33,0,0,0,0,0,0,1,27,0,90269,0.0,0,22.766912,75.88176,2199500,0.0,0.0,31927.7568013,68.8899008373,1947,expired
1333,1234,308,0,0,1,1,74,0,0,0,0,1,0,1,75,0,90269,0.0,0,41.953722,-71.411673,130000,0.0,0.0,2719.25321219,47.8072433333,1069,canceled
1334,1235,307,0,2,2,1,24,1,1,0,1,1,15,1,74,0,90269,0.0,0,51.550954,-1.781141,115500,0.0,0.0,1671.23445374,69.1105905228,1453,canceled
1335,1236,233,4,6,3,1,75,0,0,0,1,0,55,1,76,1,4,1.0,50000000,-1.0,-1.0,1400000,1.0,1.0,179.5,7799.44289694,1994,fully_paid
1336,1237,219,3,2,3,1,33,0,0,0,0,0,22,0,27,1,9,1.0,100000000,28.349705,77.328463,27628000,0.0,6.0,31927.7568013,865.328565735,1806,defaulted
1337,1238,173,4,6,3,2,26,0,0,0,0,1,14,0,23,1,0,1.0,140000000,37.977133,23.729875,678000,1.0,1.0,827.49018018,819.345070479,1994,fully_paid
1338,1239,309,0,6,4,2,33,0,1,1,1,1,22,1,27,0,90268,0.17,17000000,23.545132,87.318704,100000,0.0,0.0,31927.7568013,3.13207096328,2564,expired
1339,1240,255,4,2,4,1,33,0,0,0,0,0,22,1,27,1,0,1.0,20000000,24.802527,92.801173,8000000,1.0,1.0,31927.7568013,250.565677062,2792,fully_paid
1340,1241,289,0,3,2,1,74,0,0,0,0,0,54,1,75,0,90267,0.025,6000000,37.950532,-83.625658,220000,0.0,0.0,2719.25321219,80.904565641,1453,canceled
1341,1242,255,2,2,4,1,33,0,0,0,0,0,22,1,27,0,90267,0.0,0,24.802527,92.801173,8000000,0.0,0.0,31927.7568013,250.565677062,2253,canceled
1342,1243,310,0,2,2,1,6,0,1,0,1,0,4,1,6,0,90267,0.0,0,-24.717029,-53.742759,106000,0.0,0.0,1745.90900524,60.713358876,1453,canceled
1343,1244,308,0,2,1,1,74,0,0,0,0,1,0,1,75,0,90267,0.0,0,41.953722,-71.411673,130000,0.0,0.0,2719.25321219,47.8072433333,1069,canceled
1344,1245,307,4,2,2,1,24,1,1,0,1,1,15,1,74,1,4,1.0,50000000,51.550954,-1.781141,115500,0.0,1.0,1671.23445374,69.1105905228,1465,defaulted
1345,1246,165,0,2,3,2,6,0,0,0,0,0,4,0,6,0,90267,0.0952380952381,20000000,-25.443494,-49.056411,150000,0.0,0.0,1745.90900524,85.9151304849,1947,expired
1346,1247,311,2,2,4,2,33,0,0,0,0,0,22,1,27,0,90266,0.0,0,-1.0,-1.0,2000000,0.0,0.0,31927.7568013,62.6414192656,2253,canceled
1347,1248,193,3,3,1,1,8,1,1,1,1,0,6,0,68,1,12,1.0,180000000,47.421556,8.302713,500000,4.0,6.0,5598.81100353,89.3046755257,1029,current
1348,1249,311,0,2,4,2,33,0,0,0,0,0,22,1,27,0,90265,0.0,0,-1.0,-1.0,2000000,0.0,0.0,31927.7568013,62.6414192656,2564,canceled
1349,1250,255,0,2,4,1,33,0,0,0,0,0,22,0,27,0,90264,0.0,0,24.802527,92.801173,8000000,0.0,0.0,31927.7568013,250.565677062,2564,canceled
1350,1251,128,3,2,1,1,14,0,1,0,0,0,14,1,21,1,11,1.0,150000000,53.069756,8.823655,164200,4.0,6.0,2145.16430526,76.5442533224,1029,current
1351,1252,214,3,6,1,2,61,0,1,0,0,0,44,1,56,1,11,1.0,100000000,45.733108,21.241429,15000000,3.0,6.0,1995.41959659,7517.21594076,1029,late_90
1352,1253,120,3,4,1,1,74,0,1,0,1,0,54,1,75,0,90264,0.005,3000000,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1029,canceled
1353,1254,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,1,1.0,30000000,-1.0,-1.0,760000,0.0,1.0,1860.97082902,408.38899146,1465,defaulted
1354,1255,198,1,2,2,1,59,0,0,0,0,0,43,0,54,0,90264,0.0285714285714,2000000,50.438468,16.652681,180000,0.0,0.0,2944.31210728,61.1348231578,1583,canceled
1355,1256,173,3,6,3,2,26,0,0,0,0,1,14,0,23,0,90263,0.0,0,37.977133,23.729875,678000,0.0,0.0,827.49018018,819.345070479,1806,canceled
1356,1257,268,2,2,4,3,75,0,0,0,1,0,55,0,76,0,90263,0.04,4000000,-1.0,-1.0,5000000,0.0,0.0,179.5,27855.1532033,2253,expired
1357,1258,311,4,2,3,2,33,0,0,0,0,0,22,1,27,1,0,1.0,10000000,-1.0,-1.0,2000000,1.0,1.0,31927.7568013,62.6414192656,1994,fully_paid
1358,1259,167,3,2,4,4,30,0,0,0,0,0,0,0,28,1,14,0.65,39000000,-1.0,-1.0,300000000,3.0,6.0,3963287.5,75.6947357465,2458,late_90
1359,1260,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,0,1.0,40000000,-1.0,-1.0,760000,0.0,1.0,1860.97082902,408.38899146,1465,defaulted
1360,1261,314,3,1,2,1,30,0,0,0,1,0,60,1,28,0,90262,0.0,0,-6.41384,106.859687,255000000,0.0,0.0,3963287.5,64.3405253845,1380,canceled
1361,1262,133,1,4,1,1,14,0,0,0,0,0,15,1,21,0,90262,0.0,0,52.402488,0.26782,170000,0.0,0.0,2145.16430526,79.2480089209,1166,canceled
1362,1263,301,0,2,3,1,29,0,0,0,1,1,59,0,25,0,90262,0.0,0,46.910057,19.675587,12450000,0.0,0.0,149545.971925,83.2519916099,1947,canceled
1363,1264,254,3,6,2,2,20,0,0,0,0,0,54,1,17,0,90262,0.06,12000000,51.517035,-0.131344,400000,0.0,0.0,2586.33442623,154.659040201,1380,expired
1364,1265,313,3,4,1,1,74,0,0,1,1,0,63,1,75,0,90262,0.001,2000000,34.243672,-117.062711,600000,0.0,0.0,2719.25321219,220.648815384,1029,canceled
1365,1266,74,3,6,4,2,61,0,1,0,0,0,44,1,56,0,90262,0.0,0,44.212298,28.623895,500000,0.0,0.0,1995.41959659,250.573864692,2458,expired
1366,1267,313,4,3,1,1,74,0,0,1,1,0,63,1,75,1,6,1.0,100000000,34.243672,-117.062711,600000,0.0,1.0,2719.25321219,220.648815384,1115,defaulted
1367,1268,173,4,6,3,2,26,0,0,0,0,1,14,0,23,1,1,1.0,140000000,37.977133,23.729875,678000,0.0,1.0,827.49018018,819.345070479,1994,defaulted
1368,1269,301,4,2,3,1,29,0,0,0,1,1,59,0,25,1,0,1.0,20000000,46.910057,19.675587,12450000,0.0,1.0,149545.971925,83.2519916099,1994,charged_off
1369,1270,312,3,5,2,1,39,0,0,0,0,0,62,1,36,0,90261,0.0166666666667,2000000,-1.0,-1.0,11000000,0.0,0.0,29152.344,377.328148982,1380,expired
1370,1271,254,3,3,2,2,20,0,0,0,0,0,54,0,17,0,90261,0.0923076923077,12000000,51.517035,-0.131344,400000,0.0,0.0,2586.33442623,154.659040201,1380,expired
1371,1272,156,3,2,3,2,75,0,0,0,0,0,54,0,76,0,90261,0.005,1000000,10.070117,-69.347541,100000,0.0,0.0,179.5,557.103064067,1806,canceled
1372,1273,255,2,2,4,1,33,0,0,0,0,0,22,1,27,0,90261,0.0,0,24.802527,92.801173,8000000,0.0,0.0,31927.7568013,250.565677062,2253,canceled
1373,1274,308,0,2,1,1,74,0,0,0,0,1,0,1,75,0,90261,0.0,0,41.953722,-71.411673,130000,0.0,0.0,2719.25321219,47.8072433333,1069,expired
1374,1275,315,4,2,1,2,74,0,0,0,0,0,63,1,75,1,6,1.0,100000000,33.776628,-118.3822,500000,1.0,1.0,2719.25321219,183.87401282,1115,fully_paid
1375,1276,297,3,3,3,1,30,0,0,0,1,0,20,1,28,0,90260,0.0,0,-4.053171,121.603903,1500000000,0.0,0.0,3963287.5,378.473678733,1806,expired
1376,1277,219,3,2,3,1,33,0,0,0,0,0,22,0,27,0,90260,0.055,11000000,28.349705,77.328463,27628000,0.0,0.0,31927.7568013,865.328565735,1806,canceled
1377,1278,249,4,4,2,4,2,0,0,0,0,1,2,0,2,1,14,0.7125,57000000,-31.809638,115.774149,2350000,1.0,1.0,4257.53172314,551.96300411,1465,fully_paid
1378,1279,11,1,2,3,1,40,1,1,1,1,1,28,0,63,0,90260,0.0,0,35.09522,128.815989,238,0.0,0.0,2690157.63559,8.84706519987e-05,2108,expired
1379,1280,120,3,4,1,1,74,0,1,0,1,0,54,1,75,0,90259,0.01,3000000,40.088233,-76.276765,266800,0.0,0.0,2719.25321219,98.1151732409,1029,canceled
1380,1281,118,4,3,3,1,29,0,0,0,0,0,19,0,25,1,0,1.0,10000000,47.51213,19.076624,35000000,1.0,1.0,149545.971925,234.041743482,1994,fully_paid
1381,1282,289,3,6,2,1,74,0,0,0,0,0,54,1,75,0,90259,0.05,6000000,37.950532,-83.625658,220000,0.0,0.0,2719.25321219,80.904565641,1380,expired
1382,1283,307,1,3,2,1,24,1,1,0,1,1,15,0,74,0,90258,0.0,0,51.550954,-1.781141,115500,0.0,0.0,1671.23445374,69.1105905228,1583,expired
1383,1284,319,3,6,3,2,39,0,0,0,1,1,27,1,36,0,90258,0.0,0,-1.0,-1.0,9000000,0.0,0.0,29152.344,308.723030985,1806,expired
1384,1285,306,1,2,3,1,33,0,1,0,1,1,61,0,27,0,90257,0.0,0,12.937828,80.151819,2500000,0.0,0.0,31927.7568013,78.301774082,2108,canceled
1385,1286,236,4,3,2,1,69,0,0,0,1,0,47,1,69,0,90257,0.0,0,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1465,canceled
1386,1287,236,4,2,2,1,69,0,0,0,1,0,47,0,69,0,90257,0.0,0,40.708825,-73.827046,1100000,0.0,0.0,180.146133214,6106.15382287,1465,canceled
1387,1288,320,2,2,4,2,3,0,1,1,1,1,54,1,4,0,90257,0.00714285714286,5000000,-1.0,-1.0,300000,0.0,0.0,25214.8809524,11.8977361252,2253,expired
1388,1289,244,1,2,2,1,74,0,0,0,0,0,54,0,75,0,90255,0.0,0,32.555602,-84.902136,381400,0.0,0.0,2719.25321219,140.259096979,1583,canceled
1389,1290,211,0,2,4,4,61,0,0,0,0,0,54,0,56,1,9,1.0,20000000,47.649422,23.553423,32000,4.0,12.0,1995.41959659,16.0367273403,2564,current
1390,1291,322,2,6,3,2,33,0,0,0,1,0,22,0,27,0,90255,0.0,0,13.051637,80.213614,5000000,0.0,0.0,31927.7568013,156.603548164,2071,canceled
1391,1292,321,2,4,1,1,35,0,1,0,1,1,24,1,26,0,90255,0.0,0,-1.0,-1.0,43000000,0.0,0.0,283748.125956,151.542851094,1235,expired
1392,1293,114,4,3,2,1,71,1,1,0,1,1,51,0,72,1,6,1.0,40000000,-1.0,-1.0,760000,0.0,1.0,1860.97082902,408.38899146,1465,defaulted
1393,1294,133,1,4,1,1,14,0,0,0,0,0,15,1,21,0,90255,0.0,0,52.402488,0.26782,170000,0.0,0.0,2145.16430526,79.2480089209,1166,canceled
1394,1295,318,2,6,4,1,39,0,1,1,1,1,27,1,36,0,90254,0.00172413793103,1000000,-1.0,-1.0,2500000,0.0,0.0,29152.344,85.7563974959,2253,expired
1395,1296,156,3,2,3,2,75,0,0,0,0,0,54,0,76,0,90254,0.02,1000000,10.070117,-69.347541,100000,0.0,0.0,179.5,557.103064067,1806,canceled
1396,1297,100,3,2,2,1,75,0,0,0,0,0,54,0,76,0,90253,0.10625,34000000,-1.0,-1.0,150000,0.0,0.0,179.5,835.6545961,1380,expired
1397,1298,230,4,6,1,2,74,0,0,0,1,0,54,1,75,0,90253,0.0722222222222,13000000,28.409376,-81.227542,450000,0.0,0.0,2719.25321219,165.486611538,1115,canceled
1398,1299,27,4,6,1,1,32,0,0,0,1,0,21,0,31,0,90253,0.01,2000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1115,canceled
1399,1300,326,2,2,3,1,14,0,0,1,1,1,14,0,21,0,90253,0.0,0,51.039861,13.688816,110000,0.0,0.0,2145.16430526,51.2781234194,2071,canceled
1400,1301,156,4,6,3,2,75,0,0,0,0,0,54,0,76,1,1,1.0,10000000,10.070117,-69.347541,100000,1.0,1.0,179.5,557.103064067,1994,fully_paid
1401,1302,327,2,2,2,2,21,0,0,0,0,0,14,1,64,0,90253,0.0272340425532,128000000,39.887294,4.267529,155000,0.0,0.0,1280.23247253,121.071761048,1633,expired
1402,1303,324,3,3,2,1,74,0,0,0,0,0,54,0,75,0,90252,0.0,0,37.804199,-122.407146,342800,0.0,0.0,2719.25321219,126.06402319,1380,canceled
1403,1304,324,4,3,2,1,74,0,0,0,0,0,54,0,75,0,90252,0.0,0,37.804199,-122.407146,342800,0.0,0.0,2719.25321219,126.06402319,1465,canceled
1404,1305,324,4,3,2,1,74,0,0,0,0,0,54,0,75,0,90252,0.283333333333,85000000,37.804199,-122.407146,342800,0.0,0.0,2719.25321219,126.06402319,1465,expired
1405,1306,133,3,1,1,1,14,0,0,0,0,0,15,0,21,1,8,1.0,80000000,52.402488,0.26782,170000,1.0,6.0,2145.16430526,79.2480089209,1029,defaulted
1406,1307,288,4,3,4,1,34,0,1,1,1,0,23,1,29,1,4,1.0,10000000,35.837901,50.992994,2500000000,0.0,1.0,478.205054081,5227882.84788,2792,defaulted
1407,1308,288,4,3,4,1,34,0,1,1,1,0,23,1,29,0,90252,0.0,0,35.837901,50.992994,2500000000,0.0,0.0,478.205054081,5227882.84788,2792,canceled
1408,1309,288,4,3,4,1,34,0,1,1,1,0,23,1,29,1,4,1.0,20000000,35.837901,50.992994,2500000000,0.0,1.0,478.205054081,5227882.84788,2792,defaulted
1409,1310,326,2,2,3,1,14,0,0,1,1,1,14,0,21,0,90252,0.0,0,51.039861,13.688816,110000,0.0,0.0,2145.16430526,51.2781234194,2071,canceled
1410,1311,27,4,6,1,1,32,0,0,0,1,0,21,0,31,1,1,1.0,50000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
1411,1312,198,0,2,2,1,59,0,0,0,0,0,43,0,54,1,6,1.0,20000000,50.438468,16.652681,180000,12.0,12.0,2944.31210728,61.1348231578,1453,fully_paid
1412,1313,198,2,2,2,1,59,0,0,0,0,0,43,1,54,0,90251,0.0,0,50.438468,16.652681,180000,0.0,0.0,2944.31210728,61.1348231578,1633,canceled
1413,1314,198,2,2,2,1,59,0,0,0,0,0,43,0,54,1,8,1.0,10000000,50.438468,16.652681,180000,4.0,60.0,2944.31210728,61.1348231578,1633,current
1414,1315,284,1,6,4,2,33,0,0,0,0,0,22,1,27,0,90251,0.107142857143,30000000,-1.0,-1.0,17500000,0.0,0.0,31927.7568013,548.112418574,2457,expired
1415,1316,303,4,2,1,1,74,0,0,0,0,0,54,1,75,1,2,1.0,40000000,30.12104,-97.757796,210000,1.0,1.0,2719.25321219,77.2270853845,1115,fully_paid
1416,1317,314,0,1,2,1,30,0,0,0,1,0,60,1,28,1,14,0.483333333333,58000000,-6.41384,106.859687,255000000,4.0,12.0,3963287.5,64.3405253845,1453,current
1417,1318,188,2,3,4,3,33,0,0,0,0,0,22,0,27,0,90250,0.00222222222222,1000000,13.072373,80.199958,100000,0.0,0.0,31927.7568013,3.13207096328,2253,expired
1418,1319,326,3,2,3,1,14,0,0,1,1,1,14,0,21,0,90250,0.00333333333333,1000000,51.039861,13.688816,110000,0.0,0.0,2145.16430526,51.2781234194,1806,canceled
1419,1320,118,4,3,3,1,29,0,0,0,0,0,19,0,25,1,1,1.0,10000000,47.51213,19.076624,35000000,1.0,1.0,149545.971925,234.041743482,1994,fully_paid
1420,1321,268,1,2,4,3,75,0,0,0,1,0,55,0,76,1,9,1.0,50000000,-1.0,-1.0,5000000,4.0,36.0,179.5,27855.1532033,2457,current
1421,1322,219,3,3,3,1,33,0,0,0,0,0,22,0,27,0,90249,0.113333333333,17000000,28.349705,77.328463,27628000,0.0,0.0,31927.7568013,865.328565735,1806,canceled
1422,1323,171,3,2,2,1,7,0,0,0,0,0,5,0,8,1,7,1.0,530000000,46.80969,-71.225329,227600,6.0,6.0,2997.53801649,75.9289786311,1380,fully_paid
1423,1324,96,4,6,1,1,30,0,0,0,0,0,54,0,28,1,2,1.0,110000000,-7.238452,112.734996,350000,1.0,1.0,3963287.5,0.0883105250376,1115,fully_paid
1424,1325,323,0,4,1,1,74,1,0,0,0,1,54,1,75,0,90249,0.17,136000000,45.508985,-122.81166,240000,0.0,0.0,2719.25321219,88.2595261538,1069,expired
1425,1326,313,4,2,1,1,74,0,0,1,1,0,63,1,75,1,4,1.0,100000000,34.243672,-117.062711,600000,0.0,1.0,2719.25321219,220.648815384,1115,defaulted
1426,1327,330,1,2,4,3,39,0,1,0,1,1,27,1,36,0,90248,0.07,14000000,-1.0,-1.0,4000000,0.0,0.0,29152.344,137.210235993,2457,expired
1427,1328,244,3,2,2,1,74,0,0,0,0,0,54,0,75,0,90247,0.00555555555556,1000000,32.555602,-84.902136,381400,0.0,0.0,2719.25321219,140.259096979,1380,canceled
1428,1329,306,1,2,3,1,33,0,1,0,1,1,61,0,27,0,90247,0.0,0,12.937828,80.151819,2500000,0.0,0.0,31927.7568013,78.301774082,2108,canceled
1429,1330,322,1,6,3,2,33,0,0,0,1,0,22,0,27,0,90247,0.0,0,13.051637,80.213614,5000000,0.0,0.0,31927.7568013,156.603548164,2108,canceled
1430,1331,322,0,3,3,2,33,0,0,0,1,0,22,1,27,0,90247,0.0368421052632,7000000,13.051637,80.213614,5000000,0.0,0.0,31927.7568013,156.603548164,1947,canceled
1431,1332,74,4,2,4,2,61,0,1,0,0,0,44,1,56,0,90247,0.2875,23000000,44.212298,28.623895,500000,0.0,0.0,1995.41959659,250.573864692,2792,expired
1432,1333,331,4,5,1,1,24,0,0,0,1,0,15,1,74,0,90247,0.02,2000000,53.818569,-1.572518,95400,0.0,0.0,1671.23445374,57.0835526915,1115,canceled
1433,1334,27,3,6,1,1,32,0,0,0,1,0,21,0,31,0,90246,0.004,2000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1029,canceled
1434,1335,325,0,6,2,1,24,0,0,0,0,1,15,0,74,0,90246,0.0,0,51.881714,0.851165,142700,0.0,0.0,1671.23445374,85.3859850009,1453,canceled
1435,1336,312,4,5,2,1,39,0,0,0,0,0,62,1,36,1,11,1.0,70000000,-1.0,-1.0,11000000,1.0,1.0,29152.344,377.328148982,1465,fully_paid
1436,1337,325,1,6,2,1,24,0,0,0,0,1,15,0,74,0,90246,0.0,0,51.881714,0.851165,142700,0.0,0.0,1671.23445374,85.3859850009,1583,canceled
1437,1338,297,3,3,3,1,30,0,0,0,1,0,20,0,28,0,90246,0.29,29000000,-4.053171,121.603903,1500000000,0.0,0.0,3963287.5,378.473678733,1806,expired
1438,1339,37,0,4,4,0,33,0,0,0,0,0,22,1,27,0,90246,0.0,0,24.812038,93.915877,2537600,0.0,0.0,31927.7568013,79.4794327642,2564,canceled
1439,1340,255,0,2,4,1,33,0,0,0,0,0,22,0,27,0,90246,0.0111111111111,1000000,24.802527,92.801173,8000000,0.0,0.0,31927.7568013,250.565677062,2564,canceled
1440,1341,27,4,6,1,1,32,0,0,0,1,0,21,0,31,0,90245,0.0105263157895,2000000,32.067319,34.781028,1350000,0.0,0.0,8119.24,166.271720013,1115,canceled
1441,1342,211,2,2,4,4,61,0,0,0,0,0,54,0,56,0,90245,0.3,3000000,47.649422,23.553423,32000,0.0,0.0,1995.41959659,16.0367273403,2253,expired
1442,1343,153,1,3,4,2,49,0,0,0,0,0,35,0,43,0,90245,0.00666666666667,1000000,19.973716,-102.279243,33000,0.0,0.0,10413.0765312,3.16909223716,2457,canceled
1443,1344,326,4,2,3,1,14,0,0,1,1,1,14,0,21,1,1,1.0,40000000,51.039861,13.688816,110000,0.0,1.0,2145.16430526,51.2781234194,1994,charged_off
1444,1345,331,4,3,1,1,24,0,0,0,1,0,15,0,74,1,0,1.0,10000000,53.818569,-1.572518,95400,1.0,1.0,1671.23445374,57.0835526915,1115,fully_paid
1445,1346,331,3,2,1,1,24,0,0,0,1,0,15,1,74,0,90245,0.02,2000000,53.818569,-1.572518,95400,0.0,0.0,1671.23445374,57.0835526915,1029,canceled
1446,1347,244,4,2,2,1,74,0,0,0,0,0,54,0,75,1,0,1.0,10000000,32.555602,-84.902136,381400,1.0,1.0,2719.25321219,140.259096979,1465,fully_paid
1447,1348,289,4,6,2,1,74,0,0,0,0,0,54,1,75,1,5,1.0,50000000,37.950532,-83.625658,220000,0.0,1.0,2719.25321219,80.904565641,1465,defaulted
1448,1349,333,1,2,3,1,2,0,1,1,1,1,2,0,2,0,90244,0.00171875,11000000,-33.353495,115.615114,440000,0.0,0.0,4257.53172314,103.346264599,2108,canceled
1449,1350,185,4,3,2,2,29,0,0,0,0,0,19,0,25,1,5,1.0,50000000,47.511145,18.990685,47500000,1.0,1.0,149545.971925,317.62808044,1465,fully_paid
1450,1351,331,3,2,1,1,24,0,0,0,1,0,15,1,74,0,90244,0.525714285714,184000000,53.818569,-1.572518,95400,0.0,0.0,1671.23445374,57.0835526915,1029,expired
1451,1352,86,0,2,2,2,57,0,0,0,1,0,41,1,53,0,90244,0.141666666667,51000000,14.175942,121.230431,4300000,0.0,0.0,14659.3301944,293.328545232,1453,canceled
1452,1353,255,0,2,4,1,33,0,0,0,0,0,22,0,27,0,90244,0.2,6000000,24.802527,92.801173,8000000,0.0,0.0,31927.7568013,250.565677062,2564,canceled
1453,1354,326,3,2,3,1,14,0,0,1,1,1,14,0,21,0,90243,0.428571428571,30000000,51.039861,13.688816,110000,0.0,0.0,2145.16430526,51.2781234194,1806,expired
1454,1355,27,4,2,1,1,32,0,0,0,1,0,21,0,31,1,2,1.0,20000000,32.067319,34.781028,1350000,1.0,1.0,8119.24,166.271720013,1115,fully_paid
1455,1356,221,0,4,1,1,74,0,1,0,0,1,54,1,75,0,90243,0.369047619048,155000000,40.145035,-76.215697,230800,0.0,0.0,2719.25321219,84.8762443179,1069,expired
1456,1357,184,1,6,3,2,33,0,0,0,1,0,22,1,27,0,90243,0.11,33000000,19.912735,75.350203,3500000,0.0,0.0,31927.7568013,109.622483715,2108,expired
1457,1358,325,0,2,2,1,24,0,0,0,0,1,15,0,74,1,7,1.0,70000000,51.881714,0.851165,142700,4.0,12.0,1671.23445374,85.3859850009,1453,current
1458,1359,200,4,3,2,2,29,0,1,0,0,1,19,0,25,1,2,1.0,50000000,47.412771,18.915021,50000000,1.0,1.0,149545.971925,334.345347831,1465,fully_paid
1459,1360,313,4,1,1,1,74,0,0,1,1,0,63,1,75,1,14,0.613333333333,184000000,34.243672,-117.062711,600000,0.0,1.0,2719.25321219,220.648815384,1115,defaulted
1460,1361,244,4,2,2,1,74,0,0,0,0,0,54,0,75,1,0,1.0,10000000,32.555602,-84.902136,381400,1.0,1.0,2719.25321219,140.259096979,1465,fully_paid
1461,1362,254,3,3,2,2,20,0,0,0,0,0,54,0,17,0,90242,0.33,66000000,51.517035,-0.131344,400000,0.0,0.0,2586.33442623,154.659040201,1380,expired
1462,1363,244,4,2,2,1,74,0,0,0,0,0,54,0,75,1,1,1.0,10000000,32.555602,-84.902136,381400,1.0,1.0,2719.25321219,140.259096979,1465,fully_paid
1463,1364,306,1,6,3,1,33,0,1,0,1,1,61,0,27,0,90242,0.0275,11000000,12.937828,80.151819,2500000,0.0,0.0,31927.7568013,78.301774082,2108,expired
1464,1365,328,3,3,4,2,6,0,0,0,0,0,4,1,6,0,90242,0.3,18000000,-8.005487,-34.890476,1090000,0.0,0.0,1745.90900524,624.316614857,2458,expired
1465,1366,254,0,2,2,2,20,0,0,0,0,0,54,1,17,1,7,0.8875,71000000,51.517035,-0.131344,400000,0.0,12.0,2586.33442623,154.659040201,1453,defaulted
1466,1367,299,3,2,4,4,75,0,0,0,1,0,55,0,76,0,90241,0.2,20000000,-1.0,-1.0,2000000,0.0,0.0,179.5,11142.0612813,2458,expired
1467,1368,250,4,4,3,1,37,0,0,0,1,0,25,1,34,1,0,1.0,10000000,17.955462,-76.724156,6400000,1.0,1.0,70200.0,91.1680911681,1994,fully_paid
1468,1369,70,2,2,4,3,33,0,0,0,0,0,22,1,27,0,90241,0.00217391304348,1000000,27.361385,95.207477,2000000,0.0,0.0,31927.7568013,62.6414192656,2253,canceled
1469,1370,336,2,6,2,2,45,0,1,0,1,1,31,1,37,0,90241,0.0169491525424,30000000,56.945316,24.115333,70000,0.0,0.0,598.452988786,116.968251996,1633,canceled
1470,1371,244,4,2,2,1,74,0,0,0,0,0,54,0,75,1,0,1.0,10000000,32.555602,-84.902136,381400,1.0,1.0,2719.25321219,140.259096979,1465,fully_paid
1471,1372,336,2,6,2,2,45,0,1,0,1,1,31,1,37,0,90241,0.0385714285714,54000000,56.945316,24.115333,70000,0.0,0.0,598.452988786,116.968251996,1633,canceled
1472,1373,244,1,2,2,1,74,0,0,0,0,0,54,0,75,0,90240,0.2,144000000,32.555602,-84.902136,381400,0.0,0.0,2719.25321219,140.259096979,1583,expired
1473,1374,293,4,1,2,0,74,0,0,0,0,0,54,1,75,1,7,1.0,100000000,33.958454,-83.373013,155100,1.0,1.0,2719.25321219,57.0377187769,1465,fully_paid
1474,1375,96,3,3,1,1,30,0,0,0,0,0,54,0,28,1,1,1.0,70000000,-7.238452,112.734996,350000,4.0,6.0,3963287.5,0.0883105250376,1029,current
1475,1376,335,1,4,2,1,6,0,0,1,1,0,4,1,6,0,90240,0.215,86000000,-19.457921,-42.556369,690000,0.0,0.0,1745.90900524,395.209600231,1583,canceled
1476,1377,508,3,2,2,1,75,1,1,0,1,1,55,1,76,0,90240,0.375,15000000,10.70708,-71.628954,540000,0.0,0.0,179.5,3008.35654596,1380,expired
1477,1378,329,3,6,4,2,12,0,0,0,0,0,9,1,11,0,90239,0.2,60000000,-1.0,-1.0,350000000,0.0,0.0,1001726.4711,349.396776563,2458,expired
1478,1379,336,4,3,2,2,45,0,1,0,1,1,31,0,37,0,90239,0.0333333333333,1000000,56.945316,24.115333,70000,0.0,0.0,598.452988786,116.968251996,1465,canceled
1479,1380,100,3,3,2,1,75,0,0,0,0,0,54,0,76,0,90239,0.375,120000000,-1.0,-1.0,150000,0.0,0.0,179.5,835.6545961,1380,expired
1480,1381,171,0,2,2,1,7,0,0,0,0,0,5,0,8,0,90239,0.0700934579439,75000000,46.80969,-71.225329,227600,0.0,0.0,2997.53801649,75.9289786311,1453,canceled
1481,1382,337,3,2,3,2,39,0,0,0,0,0,27,1,36,0,90239,0.0,0,-1.0,-1.0,5500000,0.0,0.0,29152.344,188.664074491,1806,canceled
